Scheme Name,Net Asset Value
ICICI Prudential Nifty G-Sec Dec 2030 Index Fund - Growth,10.2679
ICICI Prudential Nifty IT Index Fund - Direct Plan - Growth,9.9278
ICICI Prudential Nifty IT Index Fund - Direct Plan - IDCW,9.9328
ICICI Prudential Nifty IT Index Fund - Growth,9.8950
ICICI Prudential Nifty IT Index Fund - IDCW,9.8953
ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - Growth,10.1633
ICICI Prudential Nifty Midcap 150 Index Fund - Direct Plan - IDCW,10.1632
ICICI Prudential Nifty Midcap 150 Index Fund - Growth,10.0668
ICICI Prudential Nifty Midcap 150 Index Fund - IDCW,10.0667
ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  Growth,34.2874
ICICI Prudential Nifty Next 50 Index Fund - Direct Plan -  IDCW,34.2749
ICICI Prudential Nifty Next 50 Index Fund - Growth,32.7919
ICICI Prudential Nifty Next 50 Index Fund -IDCW,32.7916
ICICI Prudential Nifty Pharma Index Fund - Direct Plan - Growth,9.1398
ICICI Prudential Nifty Pharma Index Fund - Direct Plan - IDCW,9.1398
ICICI Prudential Nifty Pharma Index Fund - Growth,9.1265
ICICI Prudential Nifty Pharma Index Fund - IDCW,9.1265
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Annual - IDCW,10.3129
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Annual - IDCW,10.3422
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Growth,10.3422
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Quarterly - IDCW,10.1235
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Direct Plan Weekly - IDCW,9.9460
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Growth,10.3131
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Quarterly - IDCW,10.1040
ICICI Prudential Nifty PSU Bond Plus SDL Sep 2027 40:60 Index Fund - Weekly - IDCW,9.9457
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Annual IDCW,10.2992
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Annual IDCW,10.3074
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Direct Plan - Growth,10.3071
ICICI Prudential Nifty SDL Dec 2028 Index Fund - Growth,10.2992
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Annual IDCW,10.0531
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Annual IDCW,10.0568
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Direct Plan - Growth,10.0569
ICICI Prudential Nifty SDL Sep 2026 Index Fund - Growth,10.0531
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Annual IDCW,10.2094
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Annual IDCW,10.2237
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Direct Plan - Growth,10.2237
ICICI Prudential Nifty SDL Sep 2027 Index Fund - Growth,10.2093
ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - Growth,9.9954
ICICI Prudential Nifty50 Equal Weight Index Fund- Direct Plan - IDCW,9.9954
ICICI Prudential Nifty50 Equal Weight Index Fund- Growth,9.9690
ICICI Prudential Nifty50 Equal Weight Index Fund- IDCW,9.9691
ICICI Prudential S&P BSE Sensex Index Fund - Cumulative Option,18.8152
ICICI Prudential S&P BSE Sensex Index Fund - Direct Plan - Cumulative Option,19.0185
ICICI Prudential S&P BSE Sensex Index Fund - Direct Plan - IDCW Option,19.0184
ICICI Prudential S&P BSE Sensex Index Fund - IDCW Option,18.8157
IDBI NIFTY Index Fund Growth,31.8135
IDBI NIFTY Index Fund Growth Direct,34.5167
IDBI Nifty Index Fund IDCW,30.3548
IDBI Nifty Index Fund IDCW Direct,32.9117
IDBI Nifty Junior Index Fund Growth,27.8743
IDBI Nifty Junior Index Fund Growth Direct,30.1594
IDBI Nifty Junior Index Fund IDCW,27.8743
IDBI Nifty Junior Index Fund IDCW Direct,30.1594
IDFC CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,10.1161
IDFC CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT IDCW,10.1163
IDFC CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR GROWTH,10.1123
IDFC CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR IDCW,10.1124
IDFC CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT GROWTH,10.1298
IDFC CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT IDCW,10.1227
IDFC CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR GROWTH,10.1224
IDFC CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR IDCW,10.1226
IDFC CRISIL IBX 90:10 SDL PLUS GILT - SEP27 INDEX FUND - DIRECT GROWTH,10.1144
IDFC CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - DIRECT IDCW,10.1145
IDFC CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR GROWTH,10.1077
IDFC CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR IDCW,10.1077
IDFC CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH,10.2483
IDFC CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW,10.2488
IDFC CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH,10.2389
IDFC CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW,10.2392
IDFC CRISIL IBX Gilt April 2028 Index Fund Direct Plan-Growth,10.7832
IDFC CRISIL IBX Gilt April 2028 Index Fund Direct Plan-IDCW,10.3012
IDFC CRISIL IBX Gilt April 2028 Index Fund Regular Plan-Growth,10.7312
IDFC CRISIL IBX Gilt April 2028 Index Fund Regular Plan-IDCW,10.2906
IDFC CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT GROWTH,9.9697
IDFC CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT IDCW,9.9698
IDFC CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR GROWTH,9.9688
IDFC CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR IDCW,9.9688
IDFC CRISIL IBX Gilt June 2027 Index Fund Direct Plan-Growth,10.7655
IDFC CRISIL IBX Gilt June 2027 Index Fund Direct Plan-IDCW,10.2638
IDFC CRISIL IBX Gilt June 2027 Index Fund Regular Plan-Growth,10.7136
IDFC CRISIL IBX Gilt June 2027 Index Fund Regular Plan-IDCW,10.2530
IDFC NIFTY 100 INDEX FUND - DIRECT PLAN - GROWTH,9.9272
IDFC NIFTY 100 INDEX FUND - DIRECT PLAN - IDCW,9.9270
IDFC NIFTY 100 INDEX FUND - REGULAR PLAN - GROWTH,9.8767
IDFC NIFTY 100 INDEX FUND - REGULAR PLAN - IDCW,9.8767
IDFC Nifty 50 Index Fund - Regular Plan - Growth,36.7419
IDFC Nifty 50 Index Fund - Regular Plan - IDCW,33.3368
IDFC Nifty 50 Index Fund-Direct Plan-Growth,37.3987
IDFC Nifty 50 Index Fund-Direct Plan-IDCW,33.9911
IDFC NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - DIRECT PLAN,10.0220
IDFC NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - REGULAR PLAN,9.9948
IDFC NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - DIRECT PLAN,10.0180
IDFC NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - REGULAR PLAN,9.9948
IDFC NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - DIRECT PLAN,9.1801
IDFC NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - REGULAR PLAN,9.1539
IDFC NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - DIRECT PLAN,9.1802
IDFC NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - REGULAR PLAN,9.1539
Kotak Nifty 50 Index Fund - Direct Plan-Growth,11.141
Kotak Nifty 50 Index Fund - Direct Plan-IDCW Payout,11.14
Kotak Nifty 50 Index Fund - Regular Plan-Growth,11.078
Kotak Nifty 50 Index Fund - Regular Plan-IDCW Payout,11.078
Kotak Nifty Next 50 Index Fund - Direct Plan - Growth Option,10.7475
Kotak Nifty Next 50 Index Fund - Direct Plan -Payout of Income Distribution cum capital withdrawal option,10.7474
Kotak Nifty Next 50 Index Fund - Regular Plan - Growth Option,10.6358
Kotak Nifty Next 50 Index Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option,10.6361
Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Direct Plan-Growth,10.2248
Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan- Growth,10.2077
Kotak Nifty SDL Apr  2027 Top 12 Equal Weight Index Fund-Regular Plan-IDCW Option,10.2084
Kotak Nifty SDL Apr 2027 Top 12 Equal Weight Index Fund-Direct Plan-IDCW Option,10.2249
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Direct Plan- Growth,10.3633
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Direct Plan-IDCW Option,10.363
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Regular Plan-Growth,10.3428
Kotak Nifty SDL Apr 2032 Top 12 Equal Weight Index Fund-Regular Plan-IDCW Option,10.346
Kotak Nifty SDL Jul 20226 Index Fund Regular Plan Growth,10.0581
Kotak Nifty SDL Jul 20226 Index Fund Regular Plan IDCW,10.0582
Kotak Nifty SDL Jul 2026 Index Fund Direct Plan Growth,10.062
Kotak Nifty SDL Jul 2033 Index Fund Direct Plan Growth Option,10.0117
Kotak Nifty SDL Jul 2033 Index Fund Regular Plan Growth Option,10.0108
Kotak Nifty SDL Jul 2033 Index Fund Regular Plan IDCW,10.0107
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - Growth,10.2599
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Direct Plan - IDCW,10.26
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - Growth,10.2521
Kotak Nifty SDL Plus AAA PSU Bond Jul 2028 60:40 Index Fund Regular Plan - IDCW,10.2488
LIC MF Nifty 50 Index Fund-Direct Plan-Growth,100.8905
LIC MF Nifty 50 Index Fund-Direct Plan-IDCW,37.1785
LIC MF Nifty 50 Index Fund-Regular Plan-Growth,95.3982
LIC MF Nifty 50 Index Fund-Regular Plan-IDCW,35.1919
LIC MF S & P BSE Sensex Index Fund-Direct Plan-Growth,115.8359
LIC MF S & P BSE Sensex Index Fund-Direct Plan-IDCW,38.8376
LIC MF S & P BSE Sensex Index Fund-Regular Plan-Growth,109.758
LIC MF S & P BSE Sensex Index Fund-Regular Plan-IDCW,37.6203
Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Direct Plan - Growth,10.2897
Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Direct Plan - IDCW,10.2889
Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Regular Plan - Growth,10.2772
Mirae Asset CRISIL IBX Gilt Index - April 2033 Index Fund - Regular Plan - IDCW,10.2778
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - Growth,10.2058
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Direct Plan - IDCW,10.2059
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - Growth,10.1965
Mirae Asset Nifty AAA PSU Bond Plus SDL Apr 2026 50:50 Index Fund - Regular Plan - IDCW,10.1964
Mirae Asset Nifty SDL Jun 2027 Index Fund - Direct Plan - IDCW,10.2109
Mirae Asset Nifty SDL Jun 2027 Index Fund - Regular Plan - Growth,10.1956
Mirae Asset Nifty SDL Jun 2027 Index Fund - Regular Plan - IDCW,10.1962
Mirae Asset Nifty SDL Jun 2027 Index Fund -Direct Plan - Growth,10.2107
Motilal Oswal MSCI EAFE Top 100 Select Index Fund - Direct Plan Growth,10.7260
Motilal Oswal MSCI EAFE Top 100 Select Index Fund - Regular Plan Growth,10.6430
Motilal Oswal Nifty 200 Momentum 30 Index Fund-Direct Plan,8.8694
Motilal Oswal Nifty 200 Momentum 30 Index Fund-Regular Plan,8.8078
Motilal Oswal Nifty 50 Index Fund - Direct plan - Growth,14.5624
Motilal Oswal Nifty 50 Index Fund - Regular plan - Growth,14.3716
Motilal Oswal Nifty 500 Index Fund - Direct Plan,16.5418
Motilal Oswal Nifty 500 Index Fund - Regular Plan,16.1707
Motilal Oswal Nifty Bank Index - Regular Plan,14.3162
Motilal Oswal Nifty Bank Index Fund - Direct Plan,14.6671
Motilal Oswal Nifty Midcap 150 Index Fund - Direct Plan,20.4256
Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan,19.9133
Motilal Oswal Nifty Next 50 Index Fund - Direct plan - Growth,13.1710
Motilal Oswal Nifty Next 50 Index Fund - Regular plan - Growth,12.8958
Motilal Oswal Nifty Smallcap 250 Index - Regular Plan,19.4101
Motilal Oswal Nifty Smallcap 250 Index Fund- Direct Plan,19.8807
Motilal Oswal S&P 500 Index Fund - Direct Plan Growth,15.0030
Motilal Oswal S&P 500 Index Fund - Regular Plan Growth,14.7427
Motilal Oswal S&P BSE Enhanced Value Index Fund-Direct plan,11.4987
Motilal Oswal S&P BSE Enhanced Value Index Fund-Regular plan,11.4597
Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund Direct Growth,9.4038
Motilal Oswal S&P BSE Financials ex Bank 30 Index Fund Regular Growth,9.3651
Motilal Oswal S&P BSE Low Volatility Index Fund-Direct plan,10.7395
Motilal Oswal S&P BSE Low Volatility Index Fund-Regular plan,10.6790
Motilal Oswal S&P BSE Quality Index Fund-Regular plan,10.1673
Motilal Oswal SP BSE Quality Index Fund-Direct plan,10.2020
Navi Nifty 50 Index Fund-Direct Plan-Growth,11.0195
Navi Nifty 50 Index Fund-Regular Plan-Growth,10.983
Navi Nifty Bank Index Fund- Direct Plan- Growth,10.4086
Navi Nifty Bank Index Fund- Regular Plan- Growth,10.3318
Navi Nifty India Manufacturing Index Fund- Direct Plan- Growth,9.5682
Navi Nifty India Manufacturing Index Fund- Regular Plan- Growth,9.5261
Navi Nifty Midcap 150 Index Fund Direct Plan- Growth,10.7767
Navi Nifty Midcap 150 Index Fund Regular Plan- Growth,10.6831
Navi Nifty Next 50 Index Fund- Direct Plan- Growth,8.7642
Navi Nifty Next 50 Index Fund- Regular Plan- Growth,8.719
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - ANNUAL - IDCW Option,22.6968
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - ANNUAL - IDCW Option,24.6029
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,24.5679
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - DIRECT Plan - QUARTERLY - IDCW Option,24.5633
Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Bonus Option,30.8359
Nippon India Index Fund - Nifty 50 Plan - Direct Plan Growth Plan - Growth Option,30.8359
Nippon India Index Fund - Nifty 50 Plan - Growth Plan - Bonus Option,28.8807
Nippon India Index Fund - Nifty 50 Plan - Growth Plan - Growth Option,28.8807
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - HALF YEARLY - IDCW Option,22.7751
NIPPON INDIA INDEX FUND - NIFTY 50 PLAN - QUARTERLY - IDCW Option,22.7751
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - ANNUAL - IDCW Option,23.2216
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - DIRECT Plan - ANNUAL - IDCW Option,24.6239
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - DIRECT Plan - HALF YEARLY - IDCW Option,24.5915
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - DIRECT Plan - QUARTERLY - IDCW Option,24.6255
Nippon India Index Fund - S&P BSE Sensex Plan - Direct Plan Growth Plan - Bonus Option,30.9561
Nippon India Index Fund - S&P BSE Sensex Plan - Direct Plan Growth Plan - Growth Option,30.9561
Nippon India Index Fund - S&P BSE Sensex Plan - Growth Plan - Bonus Option,29.4622
Nippon India Index Fund - S&P BSE Sensex Plan - Growth Plan - Growth Option,29.4622
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - HALF YEARLY - IDCW Option,23.2268
NIPPON INDIA INDEX FUND - S&P BSE SENSEX PLAN - QUARTERLY - IDCW Option,23.2245
Nippon India Nifty 50 Value 20 Index Fund - Direct Plan - Growth Option,13.0751
NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - DIRECT Plan - IDCW Option,13.0751
NIPPON INDIA NIFTY 50 VALUE 20 INDEX FUND - IDCW Option,12.9134
Nippon India Nifty 50 Value 20 Index Fund - Regular Plan - Growth Option,12.9134
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - Growth Option,10.1828
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Direct Plan - IDCW Option,10.1828
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - Growth Option,10.1642
Nippon India Nifty AAA CPSE Bond Plus SDL - Apr 2027 Maturity 60:40 Index Fund - Regular Plan - IDCW Option,10.1642
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-Growth Option,10.2026
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Direct Plan-IDCW Option,10.2026
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-Growth Option,10.1952
Nippon India Nifty AAA PSU Bond Plus SDL - Sep 2026 Maturity 50:50 Index Fund-Regular Plan-IDCW Option,10.1952
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth Option,9.8513
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - IDCW Option,9.8513
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth Option,9.8142
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - IDCW Option,9.8142
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Direct Plan-Growth Option,10.0684
Nippon India Nifty G-Sec Jun 2036 Maturity Index fund-Direct Plan-IDCW Option,10.0684
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-Growth Option,10.0642
Nippon India Nifty G-Sec Jun 2036 Maturity Index Fund-Regular Plan-IDCW Option,10.0642
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-Growth Option,10.0443
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Direct Plan-IDCW Option,10.0443
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-Growth Option,10.0392
Nippon India Nifty G-Sec Sep 2027 Maturity Index Fund-Regular Plan-IDCW Option,10.0392
Nippon India Nifty Midcap 150 Index Fund - Direct Plan - Growth Option,13.1291
NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - DIRECT Plan - IDCW Option,13.1291
NIPPON INDIA NIFTY MIDCAP 150 INDEX FUND - IDCW Option,12.9727
Nippon India Nifty Midcap 150 Index Fund - Regular Plan - Growth Option,12.9727
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-Growth Option,10.1312
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Direct Plan-IDCW Option,10.1312
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan IDCW Option,10.1258
Nippon India Nifty SDL Plus G-Sec - Jun 2028 Maturity 70:30 Index Fund-Regular Plan-Growth Option,10.1258
Nippon India Nifty SDL Plus G-Sec - Jun 2029 Maturity 70:30 Index Fund-Regular Plan-IDCW Option,9.9917
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-Growth Option,9.9921
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Direct Plan-IDCW Option,9.9921
Nippon India Nifty SDL Plus G-Sec-Jun 2029 Maturity 70:30 Index Fund-Regular Plan-Growth Option,9.9917
Nippon India Nifty Smallcap 250 Index Fund - Direct Plan - Growth Option,17.8022
NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - DIRECT Plan - IDCW Option,17.8022
NIPPON INDIA NIFTY SMALLCAP 250 INDEX FUND - IDCW Option,17.4875
Nippon India Nifty Smallcap 250 Index Fund - Regular Plan - Growth Option,17.4875
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, Growth Option,9.9997
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Direct Plan, IDCW Option,9.9998
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, Growth Option,9.9993
PGIM India CRISIL IBX Gilt Index - Apr 2028 Fund - Regular Plan, IDCW Option,9.9993
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Growth,10.2867
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.2867
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Growth,10.2631
SBI CPSE Bond Plus SDL Sep 2026 50:50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.2633
SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Growth,10.2549
SBI CRISIL IBX Gilt Index - April 2029 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.2549
SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Growth,10.2449
SBI CRISIL IBX Gilt Index - April 2029 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.2455
SBI |CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Growth,10.3116
SBI CRISIL IBX Gilt Index - June 2036 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.3116
SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Growth,10.3006
SBI CRISIL IBX Gilt Index - June 2036 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.3007
SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Growth,10.2314
SBI CRISIL IBX SDL Index - September 2027 Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.2315
SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Growth,10.2231
SBI CRISIL IBX SDL Index - September 2027 Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.2231
SBI NIFTY INDEX FUND - DIRECT PLAN - GROWTH,156.4936
SBI Nifty Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),80.3809
SBI NIFTY INDEX FUND - REGULAR PLAN - GROWTH,150.2060
SBI Nifty Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),77.0643
SBI Nifty Midcap 150 Index Fund - Direct Plan - Growth,9.8877
SBI Nifty Midcap 150 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),9.8876
SBI Nifty Midcap 150 Index Fund - Regular Plan - Growth,9.8646
SBI Nifty Midcap 150 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),9.8647
SBI Nifty Next 50 Index Fund - Direct Plan - Growth,10.1817
SBI Nifty Next 50 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.1815
SBI Nifty Next 50 Index Fund - Regular Plan - Growth,10.0911
SBI Nifty Next 50 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),10.0913
SBI Nifty Smallcap 250 Index Fund - Direct Plan - Growth,9.7340
SBI Nifty Smallcap 250 Index Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),9.7340
SBI Nifty Smallcap 250 Index Fund - Regular Plan - Growth,9.7112
SBI Nifty Smallcap 250 Index Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),9.7113
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund) - Direct Plan - Growth Option,107.0499
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option,58.4879
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund)-Growth,102.7964
Sundaram Nifty 100 Equal Weight Fund (Formerly Known as Principal Nifty 100 Equal Weight Fund-Income Distribution CUM Capital Withdrawal,56.1669
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH,10.2596
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW PAYOUT,10.2596
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW REINVESTMENT,10.2596
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH,10.2449
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW PAYOUT,10.2449
TATA CRISIL-IBX GILT INDEX - APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW REINVESTMENT,10.2449
Tata Nifty 50 Index Fund -Direct Plan,114.1268
Tata Nifty 50 Index Fund -Regular Plan,106.0475
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-Growth,10.0005
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Payout,10.0005
Tata Nifty G Sec Dec 2026 Index Fund-Direct Plan-IDCW Reinvestment,10.0005
Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-Growth,9.9911
Tata Nifty G Sec Dec 2026 Index Fund-Regular Plan-IDCW Payout,9.9911
Tata Nifty G SEc Dec 2026 Index Fund-Regular Plan-IDCW Reinvestment,9.9911
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - Growth,10.0077
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Payout,10.0077
Tata Nifty G-Sec Dec 2029 Index Fund - Direct Plan - IDCW Reinvestment,10.0077
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - Growth,9.9985
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Payout,9.9985
Tata Nifty G-Sec Dec 2029 Index Fund - Regular Plan - IDCW Reinvestment,9.9985
Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Direct Plan,9.3571
Tata Nifty Midcap 150 Momentum 50 Index Fund - Growth - Regular Plan,9.3213
Tata Nifty Midcap 150 Momentum 50 Index Fund - IDCW Payout - Direct Plan,9.3571
